location_id,location_name,latitude,longitude,co,no,no2,o3,pm10,pm25,relativehumidity,so2,temperature
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,300.0,,15.6,,88.0,18.0,,9.4,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,400.0,,14.3,,88.0,18.0,,9.4,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,400.0,,15.6,50.2,102.0,40.0,,9.2,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,,,,178.1,,40.0,,,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,,,,,102.0,40.0,,,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,,,13.2,,102.0,40.0,,,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,300.0,,14.1,,92.0,32.0,,14.4,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,300.0,,13.4,,,32.0,,11.8,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,500.0,,14.3,13.7,92.0,32.0,,10.7,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,600.0,,16.9,,92.0,32.0,,10.7,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,600.0,,19.9,,65.0,31.0,,11.3,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,400.0,,25.2,52.8,,31.0,,11.0,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,400.0,,23.1,72.6,65.0,31.0,,,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,300.0,,26.3,,115.0,77.0,,,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,300.0,,23.5,,,77.0,,,
