location_id,location_name,latitude,longitude,co,no2,pm10,pm25,so2
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,320.0,17.96,53.25,16.83,2.06
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,290.0,14.66,44.8,11.52,2.47
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,260.0,9.49,32.06,9.89,1.63
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,250.0,8.12,14.37,4.15,1.99
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,250.0,7.92,12.41,0.07,1.24
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,280.0,12.16,25.48,3.41,1.83
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,350.0,23.24,28.56,5.78,2.38
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,490.0,32.53,33.21,12.8,2.16
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,630.0,60.79,48.16,19.41,1.85
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,700.0,52.73,63.21,28.44,2.82
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,620.0,33.89,69.19,38.41,2.63
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,790.0,43.3,52.01,33.37,2.59
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,,38.94,59.24,38.89,1.71
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,1040.0,,80.11,43.7,2.82
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,920.0,33.61,98.7,54.13,3.01
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,960.0,29.81,85.73,52.45,
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,640.0,28.28,68.31,48.4,2.6
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,380.0,16.04,51.4,36.12,1.9
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,290.0,18.25,38.22,19.66,2.15
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,290.0,17.54,31.86,11.25,2.05
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,560.0,27.96,37.75,8.1,2.89
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,690.0,32.39,49.31,13.29,2.48
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,500.0,41.44,60.24,20.77,2.86
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,310.0,15.96,43.6,12.62,2.3
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,270.0,8.49,29.25,7.73,1.49
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,250.0,6.67,27.14,3.18,1.05
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,240.0,6.22,22.29,6.55,0.84
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,240.0,8.12,7.67,3.98,2.81
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,240.0,9.29,9.98,0.07,2.94
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,240.0,11.31,14.33,1.41,2.05
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,290.0,17.12,22.48,12.08,2.79
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,410.0,30.68,35.75,17.39,3.15
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,550.0,43.01,46.9,19.62,2.0
